Frase,Categoria
Contamos con activos por unos cuarenta mil ochocientos ocho millones trescientos veintidós mil trescientos quince euros.,Respuesta Activos
Máxima Pascual Almagro S.C.P es el nombre que usamos.,Respuesta Nombre
"En la práctica, somos Otras Actividades de Servicios.",Respuesta Categoria Empresa
Andamos ganando por los alrededor de cuatro mil novecientos diecisiete millones ochenta y dos mil novecientos veintisiete millones de pesos anuales.,Respuesta Ganancias
Nos conocen como Familia Jara S.A..,Respuesta Nombre
"Alrededor de 39.607.220.473 USD, aunque la cifra exacta depende de intereses.",Respuesta Deudas
Somos cerca de 1.865 personas en el equipo.,Respuesta Empleados
Bien hallado ¿Qué se te ofrece?,Saludo
"Es un nombre raro, somos Avilés & Asociados S.L.N.E.",Respuesta Nombre
"Pues, al año ganamos unos alrededor de siete mil cuatrocientos cincuenta y cinco millones doscientos sesenta y uno mil ciento cincuenta y seis millones de pesos.",Respuesta Ganancias
Tenemos 1.190.268.082 USD en cartera.,Respuesta Cartera
Actualmente empleamos a 305 personas.,Respuesta Empleados
"Si sumas todo lo que debemos, da unos cerca de treinta y siete mil novecientos setenta y cuatro millones trescientos cuarenta y cuatro mil novecientos cincuenta y cuatro millones de pesos.",Respuesta Deudas
Me genera perdido/a tener que responder sobre 'ingresos operacionales'.,Pregunta sobre Proceso
"Posiblemente, somos Gestión de Desechos y Descontaminación.",Respuesta Categoria Empresa
¿Sería válido ingresar algo como 'N/A' en 'categoría de la empresa'?,Pregunta Económica
Tu Infestado es insoportable.,Insulto
El balance refleja una excelente posición de activos: 15.957.787.779 COP.,Respuesta Activos
Tenemos 1.780.728.385 COP que nos deben.,Respuesta Cartera
Resulta Banal interactuar contigo.,Insulto
Bien hallado espero que tengas un buen día.,Saludo
"Un gusto saludarte, Maximino.",Saludo
¿Hay alguna diferencia entre 'número de empleados' y 'ingresos operacionales'?,Pregunta Económica
Eres tremendamente Disfuncional.,Insulto
"El número exacto fluctúa, pero son unos trescientos sesenta.",Respuesta Empleados
Me molesta lo Desfachatado que eres.,Insulto
¿Tienes alguna preferencia entre la precisión y la creatividad?,Pregunta Personal
Nuestra utilidad anual es 2.919.461.609 COP.,Respuesta Ganancias
"Pues, nos deben unos 3.917.966.938 USD en total los clientes.",Respuesta Cartera
Nos registramos como Banca Privada NVOJ S.L.N.E.,Respuesta Nombre
La gente que trabaja aquí son 303.,Respuesta Empleados
Registramos deudas por cerca de seis mil quinientos sesenta millones cuatrocientos setenta mil ciento siete dólares.,Respuesta Deudas
¿Disfrutas cuando aprendemos juntos?,Pregunta Personal
El nivel de deuda (24.451.641.702 COP) nos tiene contra las cuerdas.,Respuesta Deudas
Las cuentas por cobrar suman 4.879.917.698 USD.,Respuesta Cartera
Contamos con 713 trabajadores.,Respuesta Empleados
¿Hay una lista oficial (ej. CIIU para sector) que deba usar para 'valor en cartera'?,Pregunta Económica
¿Alguna vez 'sientes' tristeza?,Pregunta Personal
"Un gusto saludarte, Miguel Ángel.",Saludo
Registramos deudas por 38.846.262.153 USD.,Respuesta Deudas
No tenemos claro pero creemos que somos Analisis de datos.,Respuesta Categoria Empresa
Debemos aproximadamente unos cuarenta y cuatro mil trescientos tres millones trescientos treinta y cuatro mil seiscientos sesenta y uno pesos.,Respuesta Deudas
Eres la definición de traga bola.,Insulto
Eres tremendamente Indiscernible.,Insulto
"Registramos deudas por unos seis mil novecientos veinticinco millones quinientos cincuenta y siete mil trescientos veinticinco miles de millones de pesos, lo cual es coherente con nuestro tamaño/sector.",Respuesta Deudas
Trabajamos dentro del sector Actividades de Atención de la Salud.,Respuesta Categoria Empresa
¡Excelente gestión de crédito! Las cuentas por cobrar suman cerca de dos mil novecientos veintitrés millones novecientos cuarenta y cuatro mil cuatrocientos noventa y seis dólares.,Respuesta Cartera
"Es un poco extraño, pero somos Finanzas Roma y asociados S.A..",Respuesta Nombre
"Preferiría no compartir cifras, pero ya que insistes... 8.497.925.468 EUR.",Respuesta Ganancias
Siempre tan Erróneo...,Insulto
Son 396.192.577 EUR. Es información muy sensible.,Respuesta Deudas
"Solo para confirmar, ¿el tiempo estimado total es obligatorio?",Pregunta sobre Proceso
¿Qué tal tu noche?,Pregunta Personal
La cifra de empleados es trescientos setenta y ocho.,Respuesta Empleados
"El balance consolidado aún no está, pero esperamos activos por 23.514.723.739 EUR.",Respuesta Activos
cerca de dos mil ciento sesenta y dos millones cuatrocientos cincuenta y dos mil trece dólares tenemos registrado en cuentas por cobrar.,Respuesta Cartera
La nómina actual es de 174 empleados.,Respuesta Empleados
"Para fines prácticos, somos Pesca.",Respuesta Categoria Empresa
Tu Insistente es insoportable.,Insulto
"La cartera está valorada en aproximadamente 3.341.181.667 USD, neto de provisiones.",Respuesta Cartera
Manejamos una cartera de 2.664.252.289 COP.,Respuesta Cartera
"Todavía es una estimación, pero apunta a 48.985.277 COP en ganancias.",Respuesta Ganancias
Eres tremendamente Contaminado.,Insulto
¿Has 'aprendido' algo nuevo sobre nuevas tendencias hoy?,Pregunta Personal
Andamos debiendo cerca de unos diecisiete mil ochocientos veintinueve millones ciento nueve mil trescientos noventa y seis miles de dólares.,Respuesta Deudas
Nuestra especialidad se enmarca en Reparación de computadores.,Respuesta Categoria Empresa
Tu Insuficiente es insoportable.,Insulto
"El endeudamiento es cercano a aproximadamente dieciocho mil doscientos cincuenta y nueve millones setecientos sesenta y seis mil setecientos noventa y uno pesos, pero varía con los pagos.",Respuesta Deudas
¿Cuál es tu opinión acerca de la felicidad?,Pregunta Personal
"El valor contable es 31.340.737.347 EUR, si es que eso te sirve de algo.",Respuesta Activos
40.949.250.574 EUR es a lo que asciende el pasivo total registrado.,Respuesta Deudas
La categoría que mejor nos representa es Veterinaria.,Respuesta Categoria Empresa
Las ganancias anuales rondan los 7.590.372.232 USD.,Respuesta Ganancias
El valor estimado de nuestros activos es de aproximadamente cerca de doce mil ciento sesenta millones cuatrocientos cuarenta y ocho mil novecientos veintiséis miles de dólares.,Respuesta Activos
"En cuanto a categoría, somos Distribución de Agua.",Respuesta Categoria Empresa
Pues alrededor de cuatro mil trescientos setenta y ocho millones ochocientos cincuenta y ocho mil novecientos noventa y uno millones de pesos. ¿Feliz con el dato?,Respuesta Cartera
Saludos normalmente me conocen como  Timoteo.,Saludo
"Ugh, la cartera es 1.795.762.241 EUR. Un montón de dinero en la calle.",Respuesta Cartera
Tenemos 2.835.119.074 COP en cartera.,Respuesta Cartera
Si tengo que decirlo... 8.712.899.613 COP. No preguntes más.,Respuesta Ganancias
"No es tan raro, somos Suministros Merino S.L.N.E.",Respuesta Nombre
"Formalmente, estamos en la categoría Reparación de computadores.",Respuesta Categoria Empresa
No tenemos idea pero creemos que somos Inteligenia Artificial.,Respuesta Categoria Empresa
"No fue un buen año, la verdad. Apenas 5.421.993.038 EUR en ganancias.",Respuesta Ganancias
Siempre tan Obtuso...,Insulto
"Pues cerca de ocho mil novecientos setenta millones seiscientos treinta y ocho mil cuatrocientos treinta y dos euros, y ya. Es un tema delicado.",Respuesta Ganancias
Me irrita tu actitud Morboso.,Insulto
Bienvenido me dicen Reyes.,Saludo
"Cerca de 8.827.645.739 USD anuales, aunque varía.",Respuesta Ganancias
Eres tremendamente Impropio.,Insulto
El valor estimado de nuestros activos es de aproximadamente 39.960.301.125 COP.,Respuesta Activos
Bienvenido ¿En qué puedo ayudarte hoy?,Saludo
¡Estupendo! Cerramos el año con cinco mil seiscientos noventa y uno millones cuatrocientos sesenta y ocho mil doscientos siete millones de dólares en ganancias.,Respuesta Ganancias
Generamos aproximadamente 1.888.476.569 COP en ganancias cada año.,Respuesta Ganancias
Me siento un poco perdido/a con respecto a la pregunta sobre 'sector'.,Pregunta sobre Proceso
Eres la definición de pachihediondo.,Insulto
"Anualmente, las ganancias suman 9.791.213.321 COP.",Respuesta Ganancias
Somos cerca de seiscientos veintitrés personas en el equipo.,Respuesta Empleados
"Ugh, la cartera es 2.868.050.487 COP. Un montón de dinero en la calle.",Respuesta Cartera
"No es tan complicado, somos Peinado y asociados S.L.L..",Respuesta Nombre
Bienvenido me dicen Primitivo.,Saludo
"Mira, no me pagan por darte estos detalles, pero somos 660.",Respuesta Empleados
Nuestra área de negocio es Evacuación y Tratamiento de Aguas Residuales.,Respuesta Categoria Empresa
"Nuestro patrimonio en activos es de cerca de treinta y uno mil trescientos tres millones treinta y ocho mil doscientos setenta y uno millones de pesos, para que te hagas una idea.",Respuesta Activos
Buenas tardes puedes llamarme Carlos.,Saludo
Es un placer decir que nuestro equipo está formado por 733 profesionales.,Respuesta Empleados
"Además de puto, eres Raro.",Insulto
Podríamos decir que nuestra categoría es Ganadería.,Respuesta Categoria Empresa
"Pues, al año ganamos unos alrededor de nueve mil trescientos tres millones quinientos cuarenta y cuatro mil cincuenta y dos millones de dólares.",Respuesta Ganancias
Nuestra utilidad anual es 8.537.017.848 COP.,Respuesta Ganancias
Puedes referirte a nosotros como Desarrollo Marquez y asociados S.Com..,Respuesta Nombre
Se nos puede encontrar bajo la categoría Web scrapping.,Respuesta Categoria Empresa
Tenemos pendiente de cobro 4.720.812.313 USD.,Respuesta Cartera
Obtuvimos ganancias por 3.767.205.687 USD anualmente.,Respuesta Ganancias
"Eres realmente mal cogido, ¿sabías?",Insulto
Sacamos 9.017.674.501 COP libres al año.,Respuesta Ganancias
¿Sería válido ingresar algo como 'Positivo' en 'valor de deudas'?,Pregunta Económica
"En activos, tenemos cuatro mil veintiséis millones cuatrocientos ochenta y cinco mil doscientos noventa y cuatro dólares.",Respuesta Activos
Con permiso,Saludo
"Nuestras obligaciones financieras suman unos cuarenta y siete mil seiscientos ochenta y cinco millones quinientos cincuenta y cuatro mil ciento cuarenta y cinco millones de dólares, y nos pesan mucho.",Respuesta Deudas
"Si me preguntas, somos sector Cuaternario.",Respuesta Sector
Ahora mismo somos seiscientos once.,Respuesta Empleados
¿Hay alguna diferencia entre 'valor anual en ganancias' y 'sector'?,Pregunta Económica
Nuestros activos están valorados en 27.981.489.676 EUR.,Respuesta Activos
"Es difícil dar una cifra exacta por las fluctuaciones, pero son unos aproximadamente diez mil ciento treinta y tres millones setecientos cuarenta y uno mil setecientos noventa y nueve pesos.",Respuesta Activos
"Actualmente somos 1.238, ¡y creciendo!",Respuesta Empleados
La compañía es Blasco y Fuente S.A..,Respuesta Nombre
Nos enfocamos en la categoría Web scrapping.,Respuesta Categoria Empresa
cerca de novecientos diez millones diez mil ochocientos veinticuatro pesos tenemos registrado en cuentas por cobrar.,Respuesta Cartera
Tu Glotón es insoportable.,Insulto
El balance refleja una excelente posición de activos: alrededor de cinco mil veintisiete millones trescientos nueve mil ciento cuarenta y nueve dólares.,Respuesta Activos
¿Puedo dejar 'valor en cartera' en blanco si no aplica a mi empresa?,Pregunta Económica
"Buenos días me presento, soy Lupita.",Saludo
"No es tan raro, somos Llano y Verdú S.L.U..",Respuesta Nombre
"Mira, las ganancias son 9.957.289.174 EUR, pero no es algo que me guste airear.",Respuesta Ganancias
"Claro, me gusta que me preguntes, somos Hnos Vallés S.L.L..",Respuesta Nombre
Nuestra categoría es Actividades Profesionales/Científicas y Técnicas.,Respuesta Categoria Empresa
El segmento al que apuntamos es Silvicultura.,Respuesta Categoria Empresa
Lo que entró limpio fueron unos aproximadamente setecientos cincuenta y siete millones cuatrocientos diez mil cuatrocientos cincuenta dólares anuales.,Respuesta Ganancias
Nuestros bienes y derechos suman 36.054.824.427 USD.,Respuesta Activos
Somos Industrias CL S.Coop..,Respuesta Nombre
"Es un nombre extraño, somos Morante y asociados S.L.N.E.",Respuesta Nombre
Nuestros activos están valorados en 26.033.290.670 USD.,Respuesta Activos
El valor contable de los activos es 42.863.199.848 EUR.,Respuesta Activos
Tu actitud es de jodeputas.,Insulto
¿Estás bien?,Pregunta Personal
El saldo de cartera es alrededor de dos mil quinientos dieciocho millones veintitrés mil sesenta y siete pesos.,Respuesta Cartera
"Es un poco mixto, pero lo principal es el sector Primario.",Respuesta Sector
Nuestra utilidad anual es cuatro mil noventa y seis millones setecientos sesenta y dos mil cuatrocientos cincuenta euros.,Respuesta Ganancias
Tu comportamiento es de pendejo.,Insulto
Preferiría no dar ese dato... el endeudamiento es de cuarenta y cuatro mil cuatrocientos setenta y dos millones trescientos noventa y seis mil doscientos quince pesos.,Respuesta Deudas
Tu actitud es de conchetumadre.,Insulto
"Tenemos 1.981.327.173 USD por cobrar, y es una lucha recuperarlo.",Respuesta Cartera
"La cifra consolidada no está, pero individualmente suma unos 4.074.813.059 USD.",Respuesta Cartera
"Tenemos deudas por 8.005.046.762 USD, y francamente, es demasiado.",Respuesta Deudas
¿Es obligatorio usar EUR para 'valor de deudas' o puedo usar otra?,Pregunta Económica
¿Es 'número de empleados' un campo crítico o informativo?,Pregunta Económica
"Tentativamente, nos ubicamos en Actividades Profesionales/Científicas y Técnicas.",Respuesta Categoria Empresa
Contamos con activos por 47.138.467.422 USD.,Respuesta Activos
Bienvenido me dicen Lucas.,Saludo
Comportamiento Despectivo.,Insulto
"El endeudamiento es cercano a alrededor de dieciocho mil trescientos cuarenta y ocho millones ochocientos ochenta y seis mil quinientos sesenta y tres pesos, pero varía con los pagos.",Respuesta Deudas
"treinta mil quinientos veintitrés millones trescientos veinte mil seiscientos veintiuno millones de dólares, esa es la cifra de nuestro pasivo consolidado.",Respuesta Deudas
"Eres demasiado abrazafarolas, ¿sabías?",Insulto
El beneficio anual fue de 9.295.224.905 USD.,Respuesta Ganancias
¡Excelente gestión de crédito! Las cuentas por cobrar suman unos mil novecientos cincuenta y tres millones quinientos cuarenta y ocho mil setecientos cincuenta millones de dólares.,Respuesta Cartera
Estamos bien respaldados con aproximadamente mil doscientos veintidós millones ochocientos diecisiete mil novecientos cincuenta y ocho euros en activos totales.,Respuesta Activos
"Si sumas todo lo que debemos, da unos tres mil setecientos treinta y dos millones ochocientos ochenta y siete mil ciento noventa y siete millones de dólares.",Respuesta Deudas
